YEAR MO DY HR MN   Hs   Tp   Dp    Depth   Ta    Pres   Wspd Wdir Temp   Temp  Cspd Cdir P
      UTC           m   sec  deg     m     sec    mB     m/s  deg Air(C) Sfc(C) m/s deg  f
2010 05 04 00 55  1.03  7.69  47           5.39                           28.6           1
2010 05 04 01 25  1.09  7.14  46           5.32                           28.6           1
2010 05 04 01 55  1.09  7.69  50           5.31                           28.6           1
2010 05 04 02 25  1.02  7.14  46           5.07                           28.5           1
2010 05 04 02 55  1.13  7.14  49           5.05                           28.5           1
2010 05 04 03 25  1.19  7.14  50           5.03                           28.5           1
2010 05 04 03 55  1.21  7.14  49           5.18                           28.5           1
2010 05 04 04 25  1.22  7.69  46           5.11                           28.5           1
2010 05 04 04 55  1.11  7.14  46           4.91                           28.5           1
2010 05 04 05 25  1.12  7.14  46           4.94                           28.5           1
2010 05 04 05 55  1.22  6.67  49           5.02                           28.5           1
2010 05 04 06 25  1.19  7.69  46           5.02                           28.4           1
2010 05 04 06 55  1.18  7.69  46           5.02                           28.4           1
2010 05 04 07 25  1.17  7.69  43           4.89                           28.4           1
2010 05 04 07 55  1.14  7.69  45           5.01                           28.4           1
2010 05 04 08 25  1.16  6.67  50           4.92                           28.4           1
2010 05 04 08 55  1.21  7.14  52           5.22                           28.4           1
2010 05 04 09 25  1.22  7.14  47           4.93                           28.3           1
2010 05 04 09 55  1.23  7.14  45           4.96                           28.4           1
2010 05 04 10 25  1.30  6.67  47           5.03                           28.3           1
2010 05 04 10 55  1.32  7.14  46           5.21                           28.3           1
2010 05 04 11 25  1.21  6.67  49           5.05                           28.3           1
2010 05 04 11 55  1.28  7.14  46           5.16                           28.3           1
2010 05 04 12 25  1.32  7.14  49           4.97                           28.3           1
2010 05 04 12 55  1.29  7.14  43           4.77                           28.4           1
2010 05 04 13 25  1.37  7.14  46           4.95                           28.4           1
2010 05 04 13 55  1.44  7.69  46           5.13                           28.4           1
2010 05 04 14 25  1.51  7.14  49           5.22                           28.4           1
2010 05 04 14 55  1.47  7.69  47           5.19                           28.4           1
2010 05 04 15 25  1.56  7.69  46           5.32                           28.4           1
2010 05 04 15 55  1.53  7.69  46           5.22                           28.4           1
2010 05 04 16 25  1.44  7.14  47           5.09                           28.4           1
2010 05 04 16 55  1.44  7.69  46           5.25                           28.4           1
2010 05 04 17 25  1.39  7.14  47           5.03                           28.5           1
2010 05 04 17 55  1.31  7.69  46           4.99                           28.4           1
2010 05 04 18 25  1.27  7.69  47           4.97                           28.4           1
2010 05 04 18 55  1.21  7.14  45           4.96                           28.5           1
2010 05 04 19 25  1.19  7.69  45           4.98                           28.5           1
2010 05 04 19 55  1.13  7.14  47           4.94                           28.4           1
2010 05 04 20 25  1.10  7.69  45           4.80                           28.4           1
2010 05 04 20 55  1.17  7.14  42           4.88                           28.4           1
2010 05 04 21 25  1.13  6.67  39           4.78                           28.4           1
2010 05 04 21 55  1.12  7.14  45           4.64                           28.4           1
2010 05 04 22 25  1.06  7.14  46           4.55                           28.4           1
2010 05 04 22 55  1.12  7.14  46           4.72                           28.4           1
2010 05 04 23 25  1.09  7.14  49           4.56                           28.4           1
2010 05 04 23 55  1.01  6.67  45           4.51                           28.4           1
2010 05 05 00 25  0.95  6.67  49           4.49                           28.4           1
2010 05 05 00 55  0.98  7.69  46           4.66                           28.4           1
2010 05 05 01 25  0.95  6.67  47           4.40                           28.4           1
2010 05 05 01 55  0.94  6.25  47           4.34                           28.4           1
2010 05 05 02 25  0.98  7.14  49           4.44                           28.4           1
2010 05 05 02 55  0.92  7.14  49           4.28                           28.4           1
2010 05 05 03 25  0.98  6.67  52           4.34                           28.4           1
2010 05 05 03 55  0.97  7.14  47           4.32                           28.3           1
2010 05 05 04 25  0.96  7.14  45           4.26                           28.4           1
2010 05 05 04 55  0.97  6.67  47           4.33                           28.4           1
2010 05 05 05 25  0.94  7.14  47           4.29                           28.3           1
2010 05 05 05 55  0.98  6.67  46           4.32                           28.3           1
2010 05 05 06 25  0.96  6.25  45           4.36                           28.3           1
2010 05 05 06 55  0.99  6.25  49           4.46                           28.3           1
